1,12490402190
1,12427034003
1,12470176563
1,12417747399
1,12427680888
1,12421370203
1,13104409162
1,12421234809
1,12420931794
1,12421835409
1,12422159722
1,12491061000
1,12424089408
1,12422823502
1,12414763955
1,12446314674
1,12424519857
1,12438273431
1,12407299853
1,12438539536
1,12451569998
1,12413962459
1,12589399432
1,12418313473
1,12417400309
1,12426673685
1,12420508229
1,12424485850
1,12416134429
1,12461479449
2,7854255123
2,7838267830
2,7840921451
2,7846244365
2,7848576293
2,7855105283
2,7856836580
2,7842671270
2,7859024462
2,7855066566
2,7859526899
2,7856750779
2,7838949437
2,7854547961
2,7860548019
2,7870399827
2,7850358206
2,7861441615
2,7865507940
2,7881275971
2,7858080022
2,7852894313
2,7846676949
2,7862726570
2,7885368088
2,7848566441
2,7848479975
2,7851478775
2,7876620041
2,7866997875
4,6062201342
4,6057589619
4,6060734272
4,6076636271
4,6061270509
4,6068697621
4,6063111168
4,6198025931
4,6074175901
4,6581399513
4,6167595724
4,6165019875
4,6082242453
4,6228218382
4,6120388608
4,6078172829
4,6236923416
4,6118372421
4,6066509597
4,6078215092
4,6066849077
4,6061197083
4,6066218913
4,6078881783
4,6069194087
4,6069799431
4,6069623701
4,6075570244
4,6062971889
4,6056837642
8,6062431434
8,6065334056
8,6078108862
8,6075893094
8,6074695351
8,6061572009
8,6042932627
8,6056607623
8,6047957949
8,6067089187
8,6068041560
8,6054054691
8,6069068899
8,6044435696
8,6054143878
8,6062050951
8,6064269983
8,6058344585
8,6057344068
8,6086060427
8,6058020701
8,6067557351
8,6061563390
8,6080245054
8,6055985080
8,6079847097
8,6073815543
8,6095046701
8,6062405820
8,6068467135
16,6054189246
16,6061801103
16,6057897056
16,6063171081
16,6056609082
16,6068090474
16,6062676036
16,6052099421
16,6078576347
16,6051139322
16,6071828942
16,6059340935
16,6063531264
16,6058702574
16,6092627206
16,6060479639
16,6057918897
16,6058129531
16,6054468610
16,6071759780
16,6049491633
16,6055222587
16,6043009467
16,6044327513
16,6042810190
16,6050460640
16,6053942354
16,6068879074
16,6045798400
16,6044092149
32,6049946445
32,6053729675
32,6057879460
32,6087056584
32,6069225646
32,6055307627
32,6061962124
32,6047219819
32,6057928932
32,6051218864
32,6049402901
32,6057343084
32,6059565396
32,6050493386
32,6060548727
32,6058417859
32,6090919936
32,6064672679
32,6054014199
32,6059763439
32,6058225607
32,6058949619
32,6057910608
32,6060676807
32,6057766162
32,6053735132
32,6057319373
32,6065336170
32,6058296765
32,6052819847
