1,4400147568
1,4346166780
1,5553451488
1,5512131114
1,7490302468
1,4875435152
1,4416228018
1,5317682776
1,3696489814
1,4278451830
1,4357297584
1,4380767018
1,4271845242
1,4109297820
1,3999795650
1,4868285316
1,4821355394
1,5964589760
1,4731557918
1,4197449566
1,7445011858
1,4390860052
1,4423331728
1,5920244536
1,5845089086
1,4410092198
1,4777865540
1,5228555396
1,5350979152
1,4773091052
2,3974309166
2,4284964560
2,4772063904
2,4035201260
2,3302725120
2,4646873176
2,3581381182
2,3927029264
2,4710062214
2,3136842050
2,3076553634
2,5303747088
2,3310490404
2,4768616894
2,3120069534
2,2210538326
2,4172252602
2,4997881414
2,2870678484
2,4886931680
2,3319180548
2,3494324878
2,3692659996
2,4779679580
2,4818784246
2,4828613386
2,3451321384
2,3772307948
2,4721472518
2,4773624728
4,2585930600
4,2499786474
4,2465295662
4,3231131800
4,2306894628
4,2507575646
4,3827857984
4,2608534708
4,2542202374
4,3073005986
4,2480937820
4,2768351280
4,2801130880
4,2411780326
4,1785756768
4,2712379402
4,2825707092
4,2660224474
4,3169795392
4,2600435218
4,2554388644
4,2994436476
4,1637753512
4,2374255436
4,1799541922
4,2881857092
4,2799949930
4,2731276376
4,2894094194
4,2937587134
8,1814936742
8,2487656534
8,2810233030
8,1720253892
8,1774841470
8,1765813212
8,1908921330
8,1834085956
8,1648760968
8,1724331026
8,1185721430
8,1763999470
8,1527005370
8,1536792564
8,1985841782
8,1968505528
8,2062602278
8,1940193244
8,2538309602
8,1995426928
8,1706791896
8,2175614932
8,2773326870
8,1929845040
8,1926561884
8,1989006832
8,1866326056
8,2552168150
8,1831725744
8,2545120798
16,2028827572
16,1532596566
16,1419067598
16,1953271792
16,1869095602
16,1486941818
16,1185391028
16,2115639284
16,1499095210
16,1384364520
16,1693783512
16,1425977832
16,1115598310
16,1629533532
16,1559714378
16,1940102180
16,1279451060
16,1221199902
16,1882555592
16,1123482838
16,1495042706
16,2022000268
16,1927980366
16,1618874262
16,1233753010
16,1539515692
16,1668529616
16,1364207196
16,1524630370
16,1975273282
32,1601117846
32,1235467750
32,1246414404
32,1814027288
32,1031410642
32,1340959202
32,1538740910
32,1141043582
32,1430566356
32,1003472744
32,1495189646
32,1454345374
32,1464740894
32,1280682404
32,1699344544
32,1852306474
32,1638934344
32,1561526376
32,1068493898
32,1098625450
32,1090954290
32,1398578968
32,1545361856
32,1513885710
32,1456182434
32,1466642600
32,1607362440
32,1127198770
32,1197118420
32,1375036224
64,1247928712
64,1715041980
64,1609936802
64,1660759758
64,1031340316
64,1530611636
64,1670593482
64,1238805478
64,1358031930
64,1723313476
64,1720127362
64,1734165578
64,1616075508
64,1243812390
64,1440188244
64,1538219456
64,1861408066
64,1475556038
64,1689962616
64,879369658
64,1204364104
64,1306173508
64,1313312558
64,1519583044
64,2034162390
64,2032569444
64,1606295710
64,1242739226
64,1501694006
64,911687706
128,1168122868
128,1849593408
128,1508579362
128,1583122618
128,1667171972
128,1748594870
128,2018278282
128,1862572260
128,1815080124
128,1825196914
128,1815671296
128,2165986666
128,1868455070
128,1964176648
128,1388812196
128,2311854578
128,1677806424
128,1461487410
128,2011349816
128,1922487526
128,1825442048
128,1370202910
128,1387778516
128,1766337180
128,2127131494
128,1484871620
128,1388960362
128,1917253028
128,1435025336
128,1922679274
256,2343481722
256,1392158820
256,1377058566
256,1372480920
256,1969272020
256,1953017610
256,1634769820
256,2374247364
256,1693594584
256,1816096266
256,1264483592
256,1701667668
256,975356944
256,1767339278
256,1504613070
256,1754668248
256,1769914042
256,1943802256
256,2018076546
256,2721065004
256,2589554342
256,2237036700
256,2247647432
256,1760388254
256,2287922118
256,1402792864
256,1539920236
256,1829099276
256,1703441770
256,956825284
